totalQtyOwned,name,printNumber,finish,variant,expansion,game,condition,language,price
1,Jennika's Technique,236,Standard,,Teenage Mutant Ninja Turtles,Magic: The Gathering,NM,en,0.07
1,New Generation's Technique,240,Standard,,Teenage Mutant Ninja Turtles,Magic: The Gathering,NM,en,0.08
1,"Mikey & Don, Party Planners",246,Foil,,Teenage Mutant Ninja Turtles,Magic: The Gathering,NM,en,0.62
2,"Mikey & Leo, Chaos & Order",247,Standard,,Teenage Mutant Ninja Turtles,Magic: The Gathering,NM,en,3.50
1,"Raph & Leo, Sibling Rivals",249,Standard,,Teenage Mutant Ninja Turtles,Magic: The Gathering,NM,en,0.90
1,"Raph & Mikey, Troublemakers",250,Standard,,Teenage Mutant Ninja Turtles,Magic: The Gathering,NM,en,1.56
1,"Tokka & Rahzar, Terrible Twos",252,Standard,,Teenage Mutant Ninja Turtles,Magic: The Gathering,NM,en,0.75
1,"Kitsune, Dragon's Daughter",262,Standard,,Teenage Mutant Ninja Turtles,Magic: The Gathering,NM,en,0.38
1,"Madame Null, Power Broker",265,Standard,,Teenage Mutant Ninja Turtles,Magic: The Gathering,NM,en,0.84
1,South Wind Avatar,269,Foil,,Teenage Mutant Ninja Turtles,Magic: The Gathering,NM,en,1.27
2,"Leatherhead, Swamp Stalker",272,Standard,,Teenage Mutant Ninja Turtles,Magic: The Gathering,NM,en,1.15
1,"Mutagen Man, Living Ooze",273,Standard,,Teenage Mutant Ninja Turtles,Magic: The Gathering,NM,en,3.17
1,Transdimensional Bovine,274,Standard,,Teenage Mutant Ninja Turtles,Magic: The Gathering,NM,en,0.40
1,The Ooze,277,Foil,,Teenage Mutant Ninja Turtles,Magic: The Gathering,NM,en,8.36
2,Turtle Van,278,Standard,,Teenage Mutant Ninja Turtles,Magic: The Gathering,NM,en,0.28
2,Weather Maker,279,Standard,,Teenage Mutant Ninja Turtles,Magic: The Gathering,NM,en,1.04
1,"Raphael, the Nightwatcher",297,Foil,,Teenage Mutant Ninja Turtles,Magic: The Gathering,NM,en,0
1,Arrogant Wurm,120,Standard,,Torment,Magic: The Gathering,NM,en,6.62
3,Dragon Whelp,59,Standard,,Time Spiral Timeshifted,Magic: The Gathering,NM,en,0.25
1,Gorgon Recluse,117,Standard,,Time Spiral Remastered,Magic: The Gathering,NM,en,0.06
1,Contagion Clasp,391,Standard,,Time Spiral Remastered,Magic: The Gathering,NM,en,0.41
1,Basking Rootwalla,156,Standard,,Ultimate Masters,Magic: The Gathering,NM,en,0.12
1,Cabal Ritual,2,Foil,,From the Vault: Lore,Magic: The Gathering,NM,en,14.00
1,Rakdos Carnarium,180,Standard,,Crimson Vow Commander,Magic: The Gathering,NM,en,0.27
1,Persistent Specimen,125,Standard,,Innistrad: Crimson Vow,Magic: The Gathering,NM,en,0.12
1,Dreadhorde Invasion,86,Standard,,War of the Spark,Magic: The Gathering,NM,en,0.59
1,Giant Growth,162,Standard,,War of the Spark,Magic: The Gathering,NM,en,0.05
1,Gleaming Overseer,198,Standard,,War of the Spark,Magic: The Gathering,NM,en,0.10
1,Talisman of Dominance,mb253,Standard,,World Championship Decks 2004,Magic: The Gathering,NM,en,1.25
1,Canyon Slough,482,Standard,,Doctor Who,Magic: The Gathering,NM,en,0.50
1,Feed the Swarm,812,Foil,,Doctor Who,Magic: The Gathering,NM,en,6.93
1,Exotic Orchard,159,Standard,,Wilds of Eldraine Commander,Magic: The Gathering,NM,en,0.23
3,Cooped Up,8,Standard,,Wilds of Eldraine,Magic: The Gathering,NM,en,0.05
2,Archive Dragon,41,Standard,,Wilds of Eldraine,Magic: The Gathering,NM,en,0.07
2,Quick Study,65,Standard,,Wilds of Eldraine,Magic: The Gathering,NM,en,0.17
4,Stormkeld Prowler,71,Standard,,Wilds of Eldraine,Magic: The Gathering,NM,en,0.03
3,Witchstalker Frenzy,159,Standard,,Wilds of Eldraine,Magic: The Gathering,NM,en,0.15
